,truck_id,route_id,departure_date,estimated_arrival,delay,route_avg_temp,route_avg_wind_speed,route_avg_humidity,route_avg_pressure,route_avg_precip,route_avg_visibility,route_description,estimated_arrival_nearest_hour,departure_date_nearest_hour,origin_id,destination_id,distance,average_hours,origin_temp,origin_wind_speed,origin_description,origin_precip,origin_humidity,origin_visibility,origin_pressure,dest_temp,dest_wind_speed,dest_description,dest_precip,dest_humidity,dest_visibility,dest_pressure,avg_no_of_vehicles,accident,truck_age,load_capacity_pounds,mileage_mpg,fuel_type,driver_id,name,gender,age,experience,driving_style,ratings,vehicle_no,average_speed_mph,is_midnight,unique_id
1644,27935116,R-d7e94f49,2019-02-06 07:00:00,2019-02-07 03:36:00,1,58.2,3.8,84.0,1016.2,0.0,4.8,Partly cloudy,2019-02-07 04:00:00,2019-02-06 07:00:00,C-280b55fb,C-841ebdcb,1029.88,20.6,48.0,8.0,Overcast,0.0,97.0,6.0,1013.0,66.0,10.0,Cloudy,0.0,95.0,6.0,1013.0,1754.8572,0.0,8.0,15000.0,21.0,gas,aa47d9c5-c,Mr. Douglas Koch Jr.,male,39.0,4.0,conservative,2.0,27935116.0,47.15,1,1590
1645,18507407,R-53494ffa,2019-01-07 07:00:00,2019-01-07 13:50:24,1,66.33333333333333,7.0,68.33333333333333,1014.0,0.0,6.0,Sunny,2019-01-07 14:00:00,2019-01-07 07:00:00,C-c7cacd1d,C-328bd8d3,342.19,6.84,21.0,8.0,Cloudy,0.0,56.0,6.0,1032.0,50.0,17.0,Light rain,0.0,70.0,6.0,1011.0,2284.1428,0.0,13.0,4000.0,20.0,gas,79a86de6-6,Derek Johnson,male,46.0,12.0,conservative,5.0,18507407.0,49.89,0,1591
1646,33972412,R-0c4d6436,2019-02-03 07:00:00,2019-02-03 20:27:36,1,74.25,11.25,40.0,1010.25,0.0,6.0,Sunny,2019-02-03 20:00:00,2019-02-03 07:00:00,C-b5282c3b,C-90e30162,673.22,13.46,37.0,11.0,Light rain,0.0,100.0,4.0,1012.0,57.0,7.0,Cloudy,0.0,93.0,6.0,1016.0,791.0769,0.0,10.0,3000.0,24.0,diesel,6bae9869-6,Chris King,male,43.0,11.0,proactive,6.0,33972412.0,64.28,0,1592
1647,33582463,R-586e73be,2019-01-17 07:00:00,2019-01-19 14:13:12,1,56.36363636363637,7.636363636363637,31.363636363636363,1018.9090909090909,0.0,5.818181818181818,Clear,2019-01-19 14:00:00,2019-01-17 07:00:00,C-731988ba,C-e5bfb4e5,2760.85,55.22,73.0,2.0,Sunny,0.0,67.0,6.0,1017.0,14.0,10.0,Partly cloudy,0.0,65.0,6.0,1027.0,1789.9818,0.0,9.0,6000.0,15.0,gas,e5993125-b,Jose Sanchez,male,53.0,20.0,proactive,6.0,33582463.0,62.83,1,1593
1648,21032614,R-1bcec3a6,2019-02-10 07:00:00,2019-02-11 14:26:24,1,25.0,10.285714285714286,49.285714285714285,1025.2857142857142,0.0,4.571428571428571,Sunny,2019-02-11 14:00:00,2019-02-10 07:00:00,C-927ceb5e,C-3dbd8b2e,1572.11,31.44,23.0,7.0,Overcast,0.0,75.0,4.0,1029.0,41.0,16.0,Heavy rain,0.1,93.0,4.0,1008.0,610.1,0.0,11.0,10000.0,19.0,gas,3efa3a5b-e,Dylan Hunt,male,52.0,22.0,conservative,9.0,21032614.0,55.09,1,1594
1649,27061072,R-03b63401,2019-02-06 07:00:00,2019-02-06 15:48:36,1,32.333333333333336,10.666666666666666,86.0,1020.0,0.0,5.333333333333333,Sunny,2019-02-06 16:00:00,2019-02-06 07:00:00,C-280b55fb,C-927ceb5e,440.71,8.81,48.0,8.0,Overcast,0.0,97.0,6.0,1013.0,30.0,12.0,Light freezing rain,0.0,80.0,4.0,1016.0,2416.7778,0.0,4.0,4000.0,17.0,gas,e7e78d35-6,Steve Duke,male,58.0,20.0,proactive,9.0,27061072.0,61.25,0,1595
1650,10390308,R-bdcba61c,2019-02-12 07:00:00,2019-02-12 23:52:48,0,74.0,6.5,30.5,1012.0,0.0,6.0,Clear,2019-02-13 00:00:00,2019-02-12 07:00:00,C-01660979,C-e5bfb4e5,844.17,16.88,28.0,11.0,Light snow,0.0,59.0,4.0,1028.0,19.0,13.0,Blizzard,0.0,87.0,0.0,1008.0,1631.3529,0.0,10.0,4000.0,27.0,diesel,529f1b7a-6,Jeffrey Norman,male,44.0,12.0,proactive,8.0,10390308.0,60.14,0,1596
1651,30492373,R-a210fca8,2019-02-02 07:00:00,2019-02-04 13:08:24,0,49.0,9.909090909090908,95.27272727272727,1005.5454545454545,0.0,4.7272727272727275,Moderate or heavy freezing rain,2019-02-04 13:00:00,2019-02-02 07:00:00,C-731988ba,C-e6dcda92,2707.17,54.14,72.0,2.0,Partly cloudy,0.0,71.0,6.0,1015.0,23.0,15.0,Sunny,0.0,39.0,6.0,1019.0,1826.1731,0.0,11.0,10000.0,14.0,gas,66cf3d3e-8,Jason Johnson,male,43.0,20.0,proactive,4.0,30492373.0,60.9,1,1597
1652,19695271,R-524a783b,2019-01-19 07:00:00,2019-01-19 12:34:11,0,66.0,11.0,69.0,1010.0,0.05,5.0,Heavy rain,2019-01-19 13:00:00,2019-01-19 07:00:00,C-b6e04c88,C-594514f8,278.64,5.57,34.0,14.0,Heavy rain,0.1,90.0,2.0,1009.0,23.0,13.0,Blizzard,0.0,89.0,0.0,1017.0,237.0,0.0,13.0,3000.0,24.0,diesel,fc5bb863-b,Robert Cohen,male,42.0,13.0,proactive,8.0,19695271.0,65.04,0,1598
1653,53279386,R-9b13723a,2019-01-10 07:00:00,2019-01-10 07:27:36,0,72.5,14.0,69.0,1011.5,0.0,6.0,Clear,2019-01-10 07:00:00,2019-01-10 07:00:00,C-56b68559,C-7212cebe,22.91,0.46,14.0,2.0,Partly cloudy,0.0,59.0,6.0,1034.0,14.0,1.0,Partly cloudy,0.0,61.0,6.0,1034.0,1791.0,0.0,10.0,3000.0,18.0,gas,5c90aff5-5,Matthew Rose,male,47.0,13.0,proactive,6.0,53279386.0,59.85,0,1599
1654,26768849,R-09a88645,2019-02-12 07:00:00,2019-02-13 05:35:24,0,24.6,9.0,55.2,1026.6,0.0,6.0,Clear,2019-02-13 06:00:00,2019-02-12 07:00:00,C-731988ba,C-c92599e2,1129.55,22.59,57.0,3.0,Sunny,0.0,59.0,6.0,1014.0,72.0,4.0,Sunny,0.0,86.0,6.0,1017.0,1743.8572,0.0,8.0,4000.0,22.0,diesel,8d17386e-3,Jacob Hooper,male,45.0,12.0,conservative,6.0,26768849.0,39.05,1,1600
1655,21716796,R-082af9ad,2019-01-25 07:00:00,2019-01-25 11:13:48,0,43.5,6.0,92.5,1013.5,0.0,3.5,Fog,2019-01-25 11:00:00,2019-01-25 07:00:00,C-b6e04c88,C-927ceb5e,211.56,4.23,12.0,6.0,Sunny,0.0,57.0,6.0,1030.0,3.0,7.0,Overcast,0.0,88.0,6.0,1024.0,2236.2,0.0,11.0,3000.0,21.0,diesel,8840b070-4,Devin Evans,male,43.0,6.0,proactive,2.0,21716796.0,60.19,0,1601
1656,27121057,R-2dd42922,2019-01-01 07:00:00,2019-01-01 14:24:00,0,59.0,4.0,20.0,1018.0,0.0,6.0,Clear,2019-01-01 14:00:00,2019-01-01 07:00:00,C-d80a1e7d,C-e5bfb4e5,369.9,7.4,39.0,10.0,Overcast,0.0,84.0,6.0,1022.0,18.0,7.0,Sunny,0.0,76.0,6.0,1031.0,2525.1428,0.0,8.0,6000.0,15.0,gas,39a9b538-9,Tony Cantu,male,47.0,11.0,conservative,4.0,27121057.0,44.85,0,1602
1657,11699550,R-92f11a2e,2019-01-07 07:00:00,2019-01-07 15:50:24,0,33.0,11.333333333333334,86.0,1008.0,0.0,4.0,Overcast,2019-01-07 16:00:00,2019-01-07 07:00:00,C-ef47bdcd,C-84f378bb,442.12,8.84,27.0,13.0,Sunny,0.0,41.0,6.0,1015.0,59.0,9.0,Sunny,0.0,42.0,6.0,1012.0,2340.5,0.0,13.0,6000.0,22.0,diesel,c83501f9-b,Francis Robinson IV,male,48.0,12.0,conservative,8.0,11699550.0,48.17,0,1603
1658,14915064,R-52212742,2019-01-10 07:00:00,2019-01-10 18:42:00,0,52.75,6.0,88.5,1016.0,0.0,6.0,Clear,2019-01-10 19:00:00,2019-01-10 07:00:00,C-fc66f0ab,C-c7cacd1d,584.86,11.7,18.0,4.0,Partly cloudy,0.0,51.0,6.0,1033.0,19.0,8.0,Heavy snow,0.0,82.0,2.0,1022.0,2162.5833,0.0,9.0,3000.0,17.0,gas,ffd27bbf-4,Matthew Young,male,46.0,13.0,conservative,5.0,14915064.0,44.2,0,1604
1659,14046819,R-4306d560,2019-01-16 07:00:00,2019-01-16 13:36:00,0,81.33333333333333,8.666666666666666,66.66666666666667,1012.0,0.0,6.0,Sunny,2019-01-16 14:00:00,2019-01-16 07:00:00,C-03bb3e48,C-e6dcda92,330.15,6.6,-4.0,8.0,Mist,0.0,96.0,1.0,1033.0,27.0,7.0,Overcast,0.0,86.0,5.0,1024.0,1116.7142,0.0,12.0,15000.0,14.0,gas,fdca190c-6,Joshua Cunningham,male,54.0,12.0,proactive,4.0,14046819.0,58.14,0,1605
1660,53208128,R-e74e3c8c,2019-02-12 07:00:00,2019-02-13 03:09:00,1,63.8,8.2,65.4,1016.2,0.0,6.0,Clear,2019-02-13 03:00:00,2019-02-12 07:00:00,C-c4565ee8,C-841ebdcb,1007.3,20.15,41.0,11.0,Heavy rain,0.1,98.0,4.0,1005.0,54.0,6.0,Clear,0.0,58.0,6.0,1027.0,1192.15,0.0,11.0,10000.0,21.0,diesel,74fad5e6-9,Hunter Ruiz,male,53.0,14.0,proactive,6.0,53208128.0,57.85,1,1606
1661,75281181,R-a00ff8f8,2019-01-10 07:00:00,2019-01-10 18:05:24,0,72.25,5.0,55.0,1019.25,0.0,6.0,Clear,2019-01-10 18:00:00,2019-01-10 07:00:00,C-03bb3e48,C-594514f8,554.39,11.09,5.0,6.0,Partly cloudy,0.0,91.0,6.0,1031.0,23.0,1.0,Light snow,0.0,79.0,6.0,1030.0,2187.0908,0.0,10.0,3000.0,24.0,diesel,b82e9615-a,Allen Palmer,male,49.0,19.0,proactive,4.0,75281181.0,66.51,0,1607
1662,63170233,R-77954229,2019-01-11 07:00:00,2019-01-12 14:49:48,1,46.42857142857143,11.428571428571429,88.0,1011.1428571428571,0.0,5.714285714285714,Partly cloudy,2019-01-12 15:00:00,2019-01-11 07:00:00,C-84f378bb,C-c92599e2,1591.43,31.83,39.0,5.0,Light drizzle,0.0,76.0,2.0,1019.0,81.0,8.0,Sunny,0.0,68.0,6.0,1015.0,1654.875,0.0,7.0,4000.0,22.0,diesel,6e74a2b3-0,Glenn Lewis,male,47.0,10.0,proactive,8.0,63170233.0,65.8,1,1608
1663,26739096,R-69401439,2019-02-12 07:00:00,2019-02-12 13:27:00,1,63.666666666666664,7.0,69.66666666666667,1017.0,0.0,5.333333333333333,Clear,2019-02-12 13:00:00,2019-02-12 07:00:00,C-7212cebe,C-19236709,322.68,6.45,25.0,7.0,Overcast,0.0,96.0,4.0,1011.0,32.0,10.0,Overcast,0.0,74.0,4.0,1013.0,1380.2858,0.0,8.0,10000.0,23.0,diesel,1c103526-1,Thomas Shields,male,43.0,13.0,proactive,4.0,26739096.0,63.78,0,1609
1664,20058612,R-ce329acd,2019-02-09 07:00:00,2019-02-09 22:48:36,1,75.5,7.5,90.0,1015.0,0.0,6.0,Clear,2019-02-09 23:00:00,2019-02-09 07:00:00,C-419cd14c,C-825b2625,790.65,15.81,39.0,9.0,Overcast,0.0,57.0,6.0,1033.0,25.0,7.0,Clear,0.0,44.0,6.0,1036.0,1755.4,0.0,10.0,3000.0,24.0,diesel,f466b31b-6,Martin Edwards,male,50.0,4.0,conservative,8.0,20058612.0,44.23,0,1610
1665,31937037,R-896ca340,2019-02-12 07:00:00,2019-02-12 19:25:12,1,44.0,6.25,61.25,1020.5,0.0,6.0,Sunny,2019-02-12 19:00:00,2019-02-12 07:00:00,C-ff8c0c3c,C-c4565ee8,620.9,12.42,28.0,9.0,Cloudy,0.0,82.0,6.0,1017.0,34.0,13.0,Blizzard,0.0,79.0,0.0,1006.0,2183.6155,0.0,15.0,15000.0,24.0,diesel,d7cb8db4-6,Edward Cobb,male,56.0,23.0,proactive,6.0,31937037.0,60.99,0,1611
1666,22811669,R-09b4b830,2019-01-04 07:00:00,2019-01-05 00:16:12,0,70.8,5.0,52.4,1013.6,0.0,6.0,Sunny,2019-01-05 00:00:00,2019-01-04 07:00:00,C-841ebdcb,C-ef47bdcd,863.47,17.27,48.0,6.0,Sunny,0.0,76.0,6.0,1018.0,30.0,6.0,Clear,0.0,64.0,6.0,1017.0,2152.2778,0.0,12.0,4000.0,16.0,gas,3f6290f8-3,Dr. Shelly Huang,female,44.0,12.0,proactive,6.0,22811669.0,59.33,1,1612
1667,22653688,R-941df974,2019-01-07 07:00:00,2019-01-07 15:48:00,0,58.333333333333336,10.666666666666666,75.0,1011.6666666666666,0.0,6.0,Sunny,2019-01-07 16:00:00,2019-01-07 07:00:00,C-c7cacd1d,C-d9e9d934,439.82,8.8,21.0,8.0,Cloudy,0.0,56.0,6.0,1032.0,45.0,6.0,Partly cloudy,0.0,67.0,6.0,1028.0,2274.889,0.0,8.0,6000.0,22.0,diesel,7e00231d-5,Isaac Martin,male,49.0,17.0,conservative,7.0,22653688.0,39.27,0,1613
1668,32557240,R-3e378060,2019-01-06 07:00:00,2019-01-07 15:22:12,0,56.857142857142854,10.285714285714286,50.57142857142857,1014.4285714285714,0.0,6.0,Sunny,2019-01-07 15:00:00,2019-01-06 07:00:00,C-d9e9d934,C-c92599e2,1618.56,32.37,43.0,5.0,Partly cloudy,0.0,76.0,6.0,1018.0,79.0,5.0,Patchy rain possible,0.0,70.0,6.0,1016.0,1921.091,0.0,11.0,4000.0,24.0,diesel,4d84655a-5,Alejandro Salinas,male,55.0,18.0,conservative,8.0,32557240.0,42.55,1,1614
1669,11248098,R-7f5fab73,2019-01-31 07:00:00,2019-02-01 05:49:12,0,67.0,6.4,49.8,1015.6,0.0,6.0,Clear,2019-02-01 06:00:00,2019-01-31 07:00:00,C-2bd47dc5,C-e6dcda92,1141.03,22.82,10.0,12.0,Sunny,0.0,44.0,6.0,1024.0,9.0,4.0,Partly cloudy,0.0,83.0,6.0,1022.0,1779.762,0.0,6.0,4000.0,23.0,diesel,e6d9fe80-8,Mr. Jeremy Hall,male,44.0,10.0,conservative,8.0,11248098.0,52.44,1,1615
1670,13990522,R-efc48528,2019-01-17 07:00:00,2019-01-19 01:43:12,1,71.88888888888889,5.888888888888889,63.0,1013.3333333333334,0.0,6.0,Clear,2019-01-19 02:00:00,2019-01-17 07:00:00,C-639c5e36,C-56e39a5e,2135.85,42.72,36.0,7.0,Cloudy,0.0,88.0,4.0,1015.0,73.0,4.0,Clear,0.0,80.0,6.0,1014.0,1271.5385,0.0,11.0,20000.0,22.0,diesel,27bba4c3-e,Robert Hall,male,47.0,3.0,conservative,8.0,13990522.0,51.84,1,1616
1671,69327588,R-6a0225bb,2019-01-25 07:00:00,2019-01-27 14:13:12,0,61.18181818181818,6.545454545454546,60.36363636363637,1014.5454545454545,0.0,3.8181818181818183,Sunny,2019-01-27 14:00:00,2019-01-25 07:00:00,C-e5bfb4e5,C-731988ba,2760.85,55.22,-4.0,6.0,Overcast,0.0,84.0,6.0,1025.0,81.0,5.0,Patchy rain possible,0.0,55.0,6.0,1010.0,1833.7925,0.0,10.0,3000.0,22.0,diesel,74aad901-0,Keith Jones DDS,male,45.0,7.0,conservative,3.0,69327588.0,41.34,1,1617
1672,60567423,R-d94e91af,2019-01-04 07:00:00,2019-01-05 03:45:00,0,39.4,13.2,37.4,1020.2,0.0,6.0,Clear,2019-01-05 04:00:00,2019-01-04 07:00:00,C-b5282c3b,C-ef47bdcd,1037.5,20.75,34.0,11.0,Sunny,0.0,81.0,6.0,1010.0,28.0,8.0,Clear,0.0,53.0,6.0,1017.0,1966.619,0.0,9.0,10000.0,19.0,gas,a51900ad-7,Eric Rodriguez,male,46.0,4.0,conservative,3.0,60567423.0,48.62,1,1618
1673,23496275,R-16097e41,2019-01-13 07:00:00,2019-01-14 05:08:24,0,84.4,6.0,48.4,1010.4,0.0,6.0,Sunny,2019-01-14 05:00:00,2019-01-13 07:00:00,C-e5bfb4e5,C-639c5e36,1106.98,22.14,21.0,4.0,Light snow,0.0,87.0,6.0,1034.0,10.0,5.0,Clear,0.0,69.0,6.0,1033.0,1920.8422,0.0,11.0,3000.0,17.0,gas,c2788218-0,Zachary Lee,male,45.0,11.0,conservative,8.0,23496275.0,42.49,1,1619
1674,33834430,R-2e2bd615,2019-01-06 07:00:00,2019-01-07 07:15:00,0,88.0,8.333333333333334,49.5,1014.5,0.0,6.0,Sunny,2019-01-07 07:00:00,2019-01-06 07:00:00,C-841ebdcb,C-5d86b887,1212.33,24.25,55.0,4.0,Sunny,0.0,91.0,6.0,1021.0,36.0,4.0,Cloudy,0.0,53.0,6.0,1032.0,1736.88,0.0,12.0,3000.0,15.0,gas,ef8ac973-7,Michael Perkins,male,43.0,5.0,proactive,7.0,33834430.0,58.45,1,1620
1675,55617675,R-3d708ac6,2019-02-10 07:00:00,2019-02-11 10:42:36,1,62.333333333333336,11.333333333333334,55.0,1010.0,0.0,6.0,Clear,2019-02-11 11:00:00,2019-02-10 07:00:00,C-451776b7,C-03bb3e48,1385.36,27.71,54.0,2.0,Light rain shower,0.0,65.0,6.0,1018.0,12.0,9.0,Mist,0.0,96.0,3.0,1023.0,1814.7858,0.0,10.0,3000.0,18.0,gas,5e23f229-5,Robert Wilson,male,55.0,24.0,conservative,9.0,55617675.0,46.94,1,1621
1676,26165649,R-2a85574a,2019-01-22 07:00:00,2019-01-22 10:43:12,0,75.5,5.5,59.5,1018.0,0.0,6.0,Clear,2019-01-22 11:00:00,2019-01-22 07:00:00,C-328bd8d3,C-b5282c3b,186.02,3.72,9.0,14.0,Sunny,0.0,81.0,6.0,1034.0,19.0,12.0,Light snow,0.0,70.0,6.0,1024.0,2175.75,0.0,11.0,3000.0,24.0,diesel,90ddbc80-4,Stephen Salinas,male,45.0,3.0,conservative,7.0,26165649.0,43.15,0,1622
1677,88372671,R-4d6d60ce,2019-01-16 07:00:00,2019-01-16 14:28:48,0,68.33333333333333,7.0,67.33333333333333,1010.6666666666666,0.0,5.333333333333333,Patchy light rain with thunder,2019-01-16 14:00:00,2019-01-16 07:00:00,C-90e30162,C-b6e04c88,373.8,7.48,37.0,2.0,Sunny,0.0,87.0,6.0,1027.0,36.0,4.0,Overcast,0.0,89.0,6.0,1024.0,2298.875,0.0,10.0,3000.0,18.0,gas,e31ab2da-b,Randy Wilson,male,51.0,15.0,conservative,4.0,88372671.0,46.82,0,1623
1678,17692634,R-8e665007,2019-01-10 07:00:00,2019-01-10 12:24:00,0,60.666666666666664,4.666666666666667,76.0,1013.3333333333334,0.0,2.0,Fog,2019-01-10 12:00:00,2019-01-10 07:00:00,C-328bd8d3,C-b25a09de,270.15,5.4,21.0,6.0,Light snow,0.0,69.0,6.0,1028.0,27.0,12.0,Blizzard,0.0,55.0,0.0,1020.0,2235.0,0.0,10.0,10000.0,19.0,gas,458adb7d-5,John Coleman,male,50.0,13.0,conservative,6.0,17692634.0,45.07,0,1624
1679,27381592,R-ec3ad78d,2019-02-09 07:00:00,2019-02-10 05:04:12,0,49.2,6.6,93.0,1017.2,0.02,6.0,Clear,2019-02-10 05:00:00,2019-02-09 07:00:00,C-d3bb431c,C-4fe0fa24,1103.33,22.07,37.0,6.0,Sunny,0.0,65.0,6.0,1023.0,36.0,2.0,Mist,0.0,95.0,2.0,1021.0,1808.0,0.0,6.0,15000.0,14.0,gas,5a450fab-c,Robert Silva,male,44.0,11.0,conservative,8.0,27381592.0,43.81,1,1625
1680,10966168,R-82a513e4,2019-01-28 07:00:00,2019-01-28 21:54:36,0,55.0,9.5,64.25,1022.5,0.0,5.75,Sunny,2019-01-28 22:00:00,2019-01-28 07:00:00,C-328bd8d3,C-84f378bb,745.32,14.91,19.0,12.0,Cloudy,0.0,84.0,4.0,1013.0,28.0,4.0,Clear,0.0,52.0,6.0,1027.0,1568.7858,0.0,10.0,15000.0,27.0,diesel,71c1bcb0-b,Leonard Austin,male,45.0,8.0,conservative,3.0,10966168.0,43.4,0,1626
1681,26411380,R-581a0545,2019-02-02 07:00:00,2019-02-04 07:57:36,0,43.8,13.0,63.9,1015.4,0.0,5.2,Clear,2019-02-04 08:00:00,2019-02-02 07:00:00,C-451776b7,C-01660979,2448.19,48.96,54.0,10.0,Heavy rain,0.0,96.0,5.0,1011.0,45.0,5.0,Sunny,0.0,78.0,6.0,1020.0,1731.8541,0.0,14.0,6000.0,23.0,diesel,89b1861b-c,Shane Watson,male,55.0,24.0,conservative,6.0,26411380.0,37.45,1,1627
1682,83958550,R-d9eff913,2019-01-10 07:00:00,2019-01-10 12:40:48,0,59.0,9.333333333333334,43.0,1027.3333333333333,0.0,6.0,Sunny,2019-01-10 13:00:00,2019-01-10 07:00:00,C-825b2625,C-e5bfb4e5,283.97,5.68,21.0,5.0,Partly cloudy,0.0,41.0,6.0,1032.0,21.0,4.0,Sunny,0.0,61.0,6.0,1031.0,2254.5,0.0,10.0,3000.0,24.0,diesel,36cc7572-8,Kyle Wagner,male,57.0,10.0,conservative,7.0,83958550.0,45.88,0,1628
1683,13927774,R-e3a6b473,2019-02-06 07:00:00,2019-02-06 21:06:36,0,62.0,7.5,73.5,1012.75,0.0,3.5,Mist,2019-02-06 21:00:00,2019-02-06 07:00:00,C-c7cacd1d,C-b6e04c88,705.5,14.11,27.0,6.0,Cloudy,0.0,79.0,6.0,1021.0,37.0,5.0,Light rain,0.0,91.0,6.0,1014.0,1433.9286,0.0,8.0,10000.0,19.0,gas,7e789842-4,Terry Faulkner MD,male,41.0,9.0,conservative,2.0,13927774.0,53.67,0,1629
1684,21999423,R-65cfb635,2019-01-01 07:00:00,2019-01-01 12:16:12,0,43.333333333333336,6.0,71.33333333333333,1021.0,0.033333335,4.666666666666667,Moderate rain,2019-01-01 12:00:00,2019-01-01 07:00:00,C-c7cacd1d,C-2bd47dc5,263.46,5.27,37.0,16.0,Heavy snow,0.0,80.0,2.0,1012.0,52.0,12.0,Sunny,0.0,54.0,6.0,1011.0,592.8,0.0,7.0,15000.0,26.0,diesel,14e76551-2,Christopher Lee,male,40.0,8.0,conservative,7.0,21999423.0,46.78,0,1630
1685,30856611,R-e000860f,2019-01-01 07:00:00,2019-01-02 21:34:47,0,43.0,10.375,78.75,1014.5,0.0,5.375,Cloudy,2019-01-02 22:00:00,2019-01-01 07:00:00,C-73ae5412,C-280b55fb,1929.18,38.58,32.0,7.0,Sunny,0.0,31.0,6.0,1024.0,27.0,7.0,Clear,0.0,63.0,6.0,1018.0,1984.9474,0.0,6.0,4000.0,24.0,diesel,1a6e2c1d-c,Mr. Michael Kelly,male,50.0,16.0,conservative,6.0,30856611.0,38.88,1,1631
1686,28411080,R-77ae4ceb,2019-01-01 07:00:00,2019-01-01 10:06:36,0,61.5,13.0,71.0,1019.0,0.0,5.5,Cloudy,2019-01-01 10:00:00,2019-01-01 07:00:00,C-927ceb5e,C-56b68559,155.49,3.11,27.0,12.0,Moderate snow,0.0,83.0,4.0,1027.0,18.0,10.0,Partly cloudy,0.0,76.0,6.0,1032.0,2485.0,0.0,9.0,3000.0,22.0,diesel,b950f2d6-0,Katie Armstrong,female,45.0,14.0,conservative,6.0,28411080.0,42.94,0,1632
1687,31870298,R-deb6307f,2019-02-10 07:00:00,2019-02-12 06:21:00,1,85.0,9.0,14.5,1014.0,0.0,6.0,Sunny,2019-02-12 06:00:00,2019-02-10 07:00:00,C-d9e9d934,C-451776b7,2367.72,47.35,34.0,4.0,Sunny,0.0,54.0,6.0,1040.0,55.0,6.0,Sunny,0.0,33.0,6.0,1021.0,1578.1957,0.0,9.0,20000.0,19.0,gas,f2519b2d-8,Ryan West,male,51.0,10.0,proactive,3.0,31870298.0,57.41,1,1633
1688,76949042,R-a8541811,2019-01-13 07:00:00,2019-01-13 12:00:00,0,46.5,9.5,55.5,1011.5,0.0,6.0,Clear,2019-01-13 12:00:00,2019-01-13 07:00:00,C-d80a1e7d,C-6df8beaf,250.02,5.0,28.0,4.0,Heavy snow,0.0,93.0,3.0,1025.0,30.0,6.0,Moderate snow,0.0,91.0,3.0,1030.0,1798.1666,0.0,10.0,15000.0,26.0,diesel,e8de782f-4,Barry Wood,male,46.0,6.0,proactive,2.0,76949042.0,58.63,0,1634
1689,11490614,R-907b0fde,2019-01-07 07:00:00,2019-01-07 18:10:48,0,50.0,7.5,98.0,1010.0,0.0,1.0,Fog,2019-01-07 18:00:00,2019-01-07 07:00:00,C-7212cebe,C-84f378bb,558.82,11.18,41.0,7.0,Overcast,0.0,97.0,4.0,1000.0,52.0,7.0,Clear,0.0,54.0,6.0,1013.0,1865.4546,0.0,10.0,3000.0,19.0,gas,25ee5381-f,Kyle Miller,male,51.0,18.0,proactive,7.0,11490614.0,57.49,0,1635
1690,23236058,R-5d990166,2019-01-31 07:00:00,2019-02-01 06:06:00,1,83.83333333333333,5.333333333333333,60.5,1010.5,0.0,6.0,Patchy rain possible,2019-02-01 06:00:00,2019-01-31 07:00:00,C-73ae5412,C-2c9e75ef,1155.04,23.1,43.0,5.0,Partly cloudy,0.0,70.0,6.0,1014.0,39.0,6.0,Fog,0.0,96.0,0.0,1019.0,1747.8636,0.0,11.0,20000.0,22.0,diesel,1ab17a1f-1,Joshua Johnson,male,45.0,2.0,proactive,2.0,23236058.0,57.65,1,1636
1691,25120714,R-8d504c35,2019-02-06 07:00:00,2019-02-06 22:09:00,0,27.25,6.25,83.0,1016.0,0.0,6.0,Sunny,2019-02-06 22:00:00,2019-02-06 07:00:00,C-a9f2c329,C-ef47bdcd,757.39,15.15,27.0,9.0,Cloudy,0.0,90.0,6.0,1016.0,14.0,10.0,Patchy heavy snow,0.0,82.0,3.0,1018.0,2252.0667,0.0,7.0,15000.0,25.0,diesel,f32a2d3b-e,Thomas George,male,45.0,7.0,conservative,3.0,25120714.0,44.82,0,1637
1692,11835599,R-569d46be,2019-01-06 07:00:00,2019-01-07 07:32:24,0,66.5,6.666666666666667,71.0,1014.6666666666666,0.0,6.0,Clear,2019-01-07 08:00:00,2019-01-06 07:00:00,C-d9e9d934,C-03bb3e48,1227.0,24.54,43.0,5.0,Partly cloudy,0.0,76.0,6.0,1018.0,34.0,7.0,Partly cloudy,0.0,92.0,6.0,1002.0,1668.238,0.0,10.0,4000.0,24.0,diesel,102f88eb-7,Joseph Ortega,male,47.0,15.0,conservative,5.0,11835599.0,38.61,1,1638
1693,79540804,R-a6c9b6f3,2019-01-01 07:00:00,2019-01-01 14:46:48,1,71.0,10.666666666666666,87.66666666666667,1017.3333333333334,0.0,6.0,Light rain shower,2019-01-01 15:00:00,2019-01-01 07:00:00,C-c4565ee8,C-825b2625,388.88,7.78,41.0,9.0,Overcast,0.0,78.0,6.0,1021.0,32.0,9.0,Overcast,0.0,76.0,6.0,1028.0,2137.625,0.0,10.0,3000.0,24.0,diesel,09fc5c5e-3,Robert Johnston,male,58.0,21.0,conservative,9.0,79540804.0,52.25,0,1639
